text,label,action,context_features,session_id,turn_number,speaker,content,conversation_type,budget_type,user_profile,expected_action,confidence,metadata
"Context: [assistant]: In the context of healthcare, the key considerations are... | [user]: I appreciate your help | Turn 7, Budget: premium | Current: [assistant]: The challenge you're facing with scalability issues is common...",0,store,"[7.0, 64.0, 9.0, 1.0, 0.875, 1.0, 0.0, 0.0, 0.0, 0.0]",technical_deep_dive_3576,7,assistant,The challenge you're facing with scalability issues is common...,technical,premium,"{""expertise"": ""high"", ""domain"": ""engineering""}",store,0.793614674250735,"{""template"": ""technical_deep_dive"", ""turn_ratio"": 0.6363636363636364, ""content_length"": 64}"
"Context: [user]: We're considering strategy to achieve goal | Turn 1, Budget: premium | Current: [assistant]: Let me provide some guidance on that.",0,store,"[1.0, 37.0, 7.0, 1.0, 0.5, 1.0, 0.0, 0.0, 0.0, 0.0]",business_consultation_7237,1,assistant,Let me provide some guidance on that.,business,premium,"{""expertise"": ""high"", ""domain"": ""business""}",store,0.5981462739412021,"{""template"": ""business_consultation"", ""turn_ratio"": 0.0625, ""content_length"": 37}"
"Context: [user]: I'm particularly interested in aspect | [assistant]: I can help you with that. | Turn 4, Budget: premium | Current: [user]: Thanks for the explanation!",0,store,"[4.0, 27.0, 4.0, 0.0, 0.8, 1.0, 0.0, 0.0, 0.0, 1.0]",business_consultation_2864,4,user,Thanks for the explanation!,business,premium,"{""expertise"": ""high"", ""domain"": ""business""}",store,0.549328595501765,"{""template"": ""business_consultation"", ""turn_ratio"": 0.3333333333333333, ""content_length"": 27}"
"Context: [user]: My background is in field with years years of experience | [assistant]: Your experience in manufacturing sounds fascinating. | Turn 2, Budget: standard | Current: [user]: Can you help me understand concept?",0,store,"[2.0, 35.0, 6.0, 0.0, 0.6666666666666666, 0.5, 0.0, 1.0, 0.0, 0.0]",personal_information_sharing_6769,2,user,Can you help me understand concept?,personal,standard,"{""expertise"": ""medium"", ""domain"": ""general""}",store,0.7052935995319287,"{""template"": ""personal_information_sharing"", ""turn_ratio"": 0.3333333333333333, ""content_length"": 35}"
"Context: [assistant]: The challenge you're facing with data quality is common... | [user]: I appreciate your help | Turn 13, Budget: premium | Current: [assistant]: Based on your data scientist background, I'd suggest...",0,store,"[13.0, 55.0, 8.0, 1.0, 0.9285714285714286, 1.0, 0.0, 0.0, 0.0, 0.0]",technical_deep_dive_5655,13,assistant,"Based on your data scientist background, I'd suggest...",technical,premium,"{""expertise"": ""high"", ""domain"": ""engineering""}",store,0.730741838749139,"{""template"": ""technical_deep_dive"", ""turn_ratio"": 0.9285714285714286, ""content_length"": 55}"
"Context: [assistant]: I understand your situation. | [user]: I appreciate your help | Turn 7, Budget: standard | Current: [assistant]: Let me provide some guidance on that.",0,store,"[7.0, 37.0, 7.0, 1.0, 0.875, 0.5, 0.0, 0.0, 0.0, 0.0]",troubleshooting_session_8054,7,assistant,Let me provide some guidance on that.,troubleshooting,standard,"{""expertise"": ""medium"", ""domain"": ""technical""}",store,0.610758448459243,"{""template"": ""troubleshooting_session"", ""turn_ratio"": 0.5384615384615384, ""content_length"": 37}"
"Context: [assistant]: I understand your situation. | [user]: Can you help me understand concept? | Turn 3, Budget: standard | Current: [assistant]: I understand your situation.",0,store,"[3.0, 28.0, 4.0, 1.0, 0.75, 0.5, 0.0, 0.0, 0.0, 1.0]",educational_qa_9938,3,assistant,I understand your situation.,educational,standard,"{""expertise"": ""low"", ""domain"": ""learning""}",store,0.6882220215136627,"{""template"": ""educational_qa"", ""turn_ratio"": 0.5, ""content_length"": 28}"
"Context: [user]: Can you explain topic in simple terms? | Turn 1, Budget: standard | Current: [assistant]: I understand your situation.",0,store,"[1.0, 28.0, 4.0, 1.0, 0.5, 0.5, 0.0, 0.0, 0.0, 1.0]",educational_qa_9938,1,assistant,I understand your situation.,educational,standard,"{""expertise"": ""low"", ""domain"": ""learning""}",store,0.5346615494782136,"{""template"": ""educational_qa"", ""turn_ratio"": 0.16666666666666666, ""content_length"": 28}"
"Context: [assistant]: I understand your situation. | [user]: I appreciate your help | Turn 5, Budget: standard | Current: [assistant]: I understand your situation.",0,store,"[5.0, 28.0, 4.0, 1.0, 0.8333333333333334, 0.5, 0.0, 0.0, 0.0, 1.0]",troubleshooting_session_8593,5,assistant,I understand your situation.,troubleshooting,standard,"{""expertise"": ""medium"", ""domain"": ""technical""}",store,0.7777102861842308,"{""template"": ""troubleshooting_session"", ""turn_ratio"": 0.7142857142857143, ""content_length"": 28}"
"Context: [assistant]: I can help you with that. | [user]: I appreciate your help | Turn 5, Budget: standard | Current: [assistant]: That's an important consideration.",0,store,"[5.0, 34.0, 4.0, 1.0, 0.8333333333333334, 0.5, 0.0, 0.0, 0.0, 1.0]",troubleshooting_session_3805,5,assistant,That's an important consideration.,troubleshooting,standard,"{""expertise"": ""medium"", ""domain"": ""technical""}",store,0.7873632926227092,"{""template"": ""troubleshooting_session"", ""turn_ratio"": 0.38461538461538464, ""content_length"": 34}"
"Context: [user]: I'm particularly interested in aspect | [assistant]: I understand your situation. | Turn 4, Budget: standard | Current: [user]: Thanks for the explanation!",0,store,"[4.0, 27.0, 4.0, 0.0, 0.8, 0.5, 0.0, 0.0, 0.0, 1.0]",educational_qa_4768,4,user,Thanks for the explanation!,educational,standard,"{""expertise"": ""low"", ""domain"": ""learning""}",store,0.5437921157620467,"{""template"": ""educational_qa"", ""turn_ratio"": 0.8, ""content_length"": 27}"
"Context: [assistant]: Let me provide some guidance on that. | [user]: That's very helpful | Turn 5, Budget: standard | Current: [assistant]: That's an important consideration.",0,store,"[5.0, 34.0, 4.0, 1.0, 0.8333333333333334, 0.5, 0.0, 0.0, 0.0, 1.0]",troubleshooting_session_3885,5,assistant,That's an important consideration.,troubleshooting,standard,"{""expertise"": ""medium"", ""domain"": ""technical""}",store,0.6623786707637633,"{""template"": ""troubleshooting_session"", ""turn_ratio"": 0.38461538461538464, ""content_length"": 34}"
"Context: [assistant]: Your experience in manufacturing sounds fascinating. | [user]: I appreciate your help | Turn 5, Budget: standard | Current: [assistant]: Your interests in photography, technology align well with your profession.",0,store,"[5.0, 74.0, 10.0, 1.0, 0.8333333333333334, 0.5, 0.0, 0.0, 0.0, 0.0]",personal_information_sharing_3541,5,assistant,"Your interests in photography, technology align well with your profession.",personal,standard,"{""expertise"": ""medium"", ""domain"": ""general""}",store,0.8955486645146549,"{""template"": ""personal_information_sharing"", ""turn_ratio"": 0.45454545454545453, ""content_length"": 74}"
"Context: [assistant]: I understand your situation. | [user]: I appreciate your help | Turn 9, Budget: premium | Current: [assistant]: That's an important consideration.",0,store,"[9.0, 34.0, 4.0, 1.0, 0.9, 1.0, 0.0, 0.0, 0.0, 1.0]",business_consultation_3200,9,assistant,That's an important consideration.,business,premium,"{""expertise"": ""high"", ""domain"": ""business""}",store,0.5697181042001738,"{""template"": ""business_consultation"", ""turn_ratio"": 0.9, ""content_length"": 34}"
"Context: [assistant]: Working at StartupCo must be exciting. | [user]: Thanks for the explanation! | Turn 7, Budget: standard | Current: [assistant]: Working at StartupCo must be exciting.",0,store,"[7.0, 38.0, 6.0, 1.0, 0.875, 0.5, 0.0, 0.0, 0.0, 0.0]",personal_information_sharing_2246,7,assistant,Working at StartupCo must be exciting.,personal,standard,"{""expertise"": ""medium"", ""domain"": ""general""}",store,0.8255212280645996,"{""template"": ""personal_information_sharing"", ""turn_ratio"": 0.5833333333333334, ""content_length"": 38}"
"Context: [user]: Can you help me understand concept? | [assistant]: Let me provide some guidance on that. | Turn 4, Budget: premium | Current: [user]: I appreciate your help",0,store,"[4.0, 22.0, 4.0, 0.0, 0.8, 1.0, 0.0, 0.0, 0.0, 1.0]",business_consultation_6177,4,user,I appreciate your help,business,premium,"{""expertise"": ""high"", ""domain"": ""business""}",store,0.5756218913719614,"{""template"": ""business_consultation"", ""turn_ratio"": 0.2857142857142857, ""content_length"": 22}"
"Context: [user]: Can you help me understand concept? | [assistant]: Let me provide some guidance on that. | Turn 4, Budget: premium | Current: [user]: I appreciate your help",0,store,"[4.0, 22.0, 4.0, 0.0, 0.8, 1.0, 0.0, 0.0, 0.0, 1.0]",business_consultation_7237,4,user,I appreciate your help,business,premium,"{""expertise"": ""high"", ""domain"": ""business""}",store,0.5605861378288406,"{""template"": ""business_consultation"", ""turn_ratio"": 0.25, ""content_length"": 22}"
"Context: [assistant]: Working at DataSolutions must be exciting. | [user]: Thanks for the explanation! | Turn 7, Budget: standard | Current: [assistant]: Working at DataSolutions must be exciting.",0,store,"[7.0, 42.0, 6.0, 1.0, 0.875, 0.5, 0.0, 0.0, 0.0, 0.0]",personal_information_sharing_4298,7,assistant,Working at DataSolutions must be exciting.,personal,standard,"{""expertise"": ""medium"", ""domain"": ""general""}",store,0.7369051906429468,"{""template"": ""personal_information_sharing"", ""turn_ratio"": 0.6363636363636364, ""content_length"": 42}"
"Context: [user]: I appreciate your help | [assistant]: I understand your situation. | Turn 6, Budget: standard | Current: [user]: Thanks for the explanation!",0,store,"[6.0, 27.0, 4.0, 0.0, 0.8571428571428571, 0.5, 0.0, 0.0, 0.0, 1.0]",troubleshooting_session_8593,6,user,Thanks for the explanation!,troubleshooting,standard,"{""expertise"": ""medium"", ""domain"": ""technical""}",store,0.6019319790129019,"{""template"": ""troubleshooting_session"", ""turn_ratio"": 0.8571428571428571, ""content_length"": 27}"
"Context: [assistant]: In the context of manufacturing, the key considerations are... | [user]: Thanks for the explanation! | Turn 9, Budget: premium | Current: [assistant]: That's a great question about microservices. Let me explain...",0,store,"[9.0, 62.0, 9.0, 1.0, 0.9, 1.0, 0.0, 0.0, 0.0, 0.0]",technical_deep_dive_5926,9,assistant,That's a great question about microservices. Let me explain...,technical,premium,"{""expertise"": ""high"", ""domain"": ""engineering""}",store,0.6948960041872779,"{""template"": ""technical_deep_dive"", ""turn_ratio"": 0.6428571428571429, ""content_length"": 62}"
"Context: [assistant]: The challenge you're facing with data quality is common... | [user]: That's very helpful | Turn 7, Budget: premium | Current: [assistant]: Based on your researcher background, I'd suggest...",0,store,"[7.0, 51.0, 7.0, 1.0, 0.875, 1.0, 0.0, 0.0, 0.0, 0.0]",technical_deep_dive_1545,7,assistant,"Based on your researcher background, I'd suggest...",technical,premium,"{""expertise"": ""high"", ""domain"": ""engineering""}",store,0.7978854979277124,"{""template"": ""technical_deep_dive"", ""turn_ratio"": 0.6363636363636364, ""content_length"": 51}"
"Context: [user]: That's very helpful | [assistant]: That's an important consideration. | Turn 6, Budget: standard | Current: [user]: That's very helpful",0,store,"[6.0, 19.0, 3.0, 0.0, 0.8571428571428571, 0.5, 0.0, 0.0, 0.0, 1.0]",troubleshooting_session_8561,6,user,That's very helpful,troubleshooting,standard,"{""expertise"": ""medium"", ""domain"": ""technical""}",store,0.7170718568360845,"{""template"": ""troubleshooting_session"", ""turn_ratio"": 0.5, ""content_length"": 19}"
"Context: [assistant]: I'm glad I could help. | [user]: Hello there! | Turn 5, Budget: minimal | Current: [assistant]: Feel free to ask if you have more questions.",0,store,"[5.0, 44.0, 9.0, 1.0, 0.8333333333333334, 0.0, 0.0, 0.0, 0.0, 0.0]",casual_chat_5966,5,assistant,Feel free to ask if you have more questions.,casual,minimal,"{""expertise"": ""low"", ""domain"": ""general""}",store,0.16055822340090783,"{""template"": ""casual_chat"", ""turn_ratio"": 0.625, ""content_length"": 44}"
"Context: [user]: Can you explain how technology works in context? | [assistant]: In the context of entertainment, the key considerations are... | Turn 2, Budget: premium | Current: [user]: What would you recommend for situation?",0,store,"[2.0, 39.0, 6.0, 0.0, 0.6666666666666666, 1.0, 0.0, 1.0, 0.0, 0.0]",technical_deep_dive_4534,2,user,What would you recommend for situation?,technical,premium,"{""expertise"": ""high"", ""domain"": ""engineering""}",store,0.774908779611749,"{""template"": ""technical_deep_dive"", ""turn_ratio"": 0.14285714285714285, ""content_length"": 39}"
"Context: [user]: Hello there! | [assistant]: I'm glad I could help. | Turn 6, Budget: minimal | Current: [user]: Thanks for the explanation!",0,store,"[6.0, 27.0, 4.0, 0.0, 0.8571428571428571, 0.0, 0.0, 0.0, 0.0, 1.0]",casual_chat_9220,6,user,Thanks for the explanation!,casual,minimal,"{""expertise"": ""low"", ""domain"": ""general""}",store,0.10630831770061211,"{""template"": ""casual_chat"", ""turn_ratio"": 0.75, ""content_length"": 27}"
"Context: [user]: I'm particularly interested in aspect | [assistant]: Based on your data scientist background, I'd suggest... | Turn 4, Budget: premium | Current: [user]: I appreciate your help",0,store,"[4.0, 22.0, 4.0, 0.0, 0.8, 1.0, 0.0, 0.0, 0.0, 1.0]",technical_deep_dive_9218,4,user,I appreciate your help,technical,premium,"{""expertise"": ""high"", ""domain"": ""engineering""}",store,0.7706677721354424,"{""template"": ""technical_deep_dive"", ""turn_ratio"": 0.3076923076923077, ""content_length"": 22}"
"Context: [user]: I'm particularly interested in aspect | [assistant]: Feel free to ask if you have more questions. | Turn 4, Budget: minimal | Current: [user]: I see",2,drop,"[4.0, 5.0, 2.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 1.0]",casual_chat_1689,4,user,I see,casual,minimal,"{""expertise"": ""low"", ""domain"": ""general""}",drop,0.6107252939356018,"{""template"": ""casual_chat"", ""turn_ratio"": 0.5714285714285714, ""content_length"": 5}"
"Context: [assistant]: Let me provide some guidance on that. | [user]: That's very helpful | Turn 5, Budget: standard | Current: [assistant]: That's an important consideration.",0,store,"[5.0, 34.0, 4.0, 1.0, 0.8333333333333334, 0.5, 0.0, 0.0, 0.0, 1.0]",educational_qa_3442,5,assistant,That's an important consideration.,educational,standard,"{""expertise"": ""low"", ""domain"": ""learning""}",store,0.5182960960615037,"{""template"": ""educational_qa"", ""turn_ratio"": 0.5, ""content_length"": 34}"
"Context: [assistant]: I'm glad I could help. | [user]: Hello there! | Turn 5, Budget: minimal | Current: [assistant]: I'm glad I could help.",0,store,"[5.0, 22.0, 5.0, 1.0, 0.8333333333333334, 0.0, 0.0, 0.0, 1.0, 0.0]",casual_chat_9220,5,assistant,I'm glad I could help.,casual,minimal,"{""expertise"": ""low"", ""domain"": ""general""}",store,0.12159439679827864,"{""template"": ""casual_chat"", ""turn_ratio"": 0.625, ""content_length"": 22}"
"Context: [user]: Can you help me understand concept? | [assistant]: You're very welcome! | Turn 4, Budget: minimal | Current: [user]: Alright",2,drop,"[4.0, 7.0, 1.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 1.0]",casual_chat_6984,4,user,Alright,casual,minimal,"{""expertise"": ""low"", ""domain"": ""general""}",drop,0.7186242968361265,"{""template"": ""casual_chat"", ""turn_ratio"": 0.6666666666666666, ""content_length"": 7}"
"Context: [user]: I appreciate your help | [assistant]: I understand your situation. | Turn 16, Budget: premium | Current: [user]: Thanks for the explanation!",0,store,"[16.0, 27.0, 4.0, 0.0, 0.9411764705882353, 1.0, 0.0, 0.0, 0.0, 1.0]",business_consultation_3386,16,user,Thanks for the explanation!,business,premium,"{""expertise"": ""high"", ""domain"": ""business""}",store,0.6258380482273187,"{""template"": ""business_consultation"", ""turn_ratio"": 0.9411764705882353, ""content_length"": 27}"
"Context: [assistant]: Working at TechCorp must be exciting. | [user]: That's very helpful | Turn 5, Budget: standard | Current: [assistant]: Your experience in manufacturing sounds fascinating.",0,store,"[5.0, 52.0, 6.0, 1.0, 0.8333333333333334, 0.5, 0.0, 0.0, 0.0, 0.0]",personal_information_sharing_8497,5,assistant,Your experience in manufacturing sounds fascinating.,personal,standard,"{""expertise"": ""medium"", ""domain"": ""general""}",store,0.8143148891893515,"{""template"": ""personal_information_sharing"", ""turn_ratio"": 0.625, ""content_length"": 52}"
"Context: [user]: I appreciate your help | [assistant]: In the context of education, the key considerations are... | Turn 6, Budget: premium | Current: [user]: Thanks for the explanation!",0,store,"[6.0, 27.0, 4.0, 0.0, 0.8571428571428571, 1.0, 0.0, 0.0, 0.0, 1.0]",technical_deep_dive_3414,6,user,Thanks for the explanation!,technical,premium,"{""expertise"": ""high"", ""domain"": ""engineering""}",store,0.6169081170051877,"{""template"": ""technical_deep_dive"", ""turn_ratio"": 0.6, ""content_length"": 27}"
"Context: [user]: Thanks for the explanation! | [assistant]: The challenge you're facing with security concerns is common... | Turn 6, Budget: premium | Current: [user]: Thanks for the explanation!",0,store,"[6.0, 27.0, 4.0, 0.0, 0.8571428571428571, 1.0, 0.0, 0.0, 0.0, 1.0]",technical_deep_dive_8813,6,user,Thanks for the explanation!,technical,premium,"{""expertise"": ""high"", ""domain"": ""engineering""}",store,0.6348881788494227,"{""template"": ""technical_deep_dive"", ""turn_ratio"": 0.6666666666666666, ""content_length"": 27}"
"Context: [assistant]: Feel free to ask if you have more questions. | [user]: Can you help me understand concept? | Turn 3, Budget: minimal | Current: [assistant]: I'm glad I could help.",0,store,"[3.0, 22.0, 5.0, 1.0, 0.75, 0.0, 0.0, 0.0, 1.0, 0.0]",casual_chat_1131,3,assistant,I'm glad I could help.,casual,minimal,"{""expertise"": ""low"", ""domain"": ""general""}",store,0.12153864701797171,"{""template"": ""casual_chat"", ""turn_ratio"": 0.6, ""content_length"": 22}"
"Context: [assistant]: You're very welcome! | [user]: I'm particularly interested in aspect | Turn 3, Budget: minimal | Current: [assistant]: I'm doing well, thank you for asking!",0,store,"[3.0, 37.0, 7.0, 1.0, 0.75, 0.0, 0.0, 0.0, 1.0, 0.0]",casual_chat_5714,3,assistant,"I'm doing well, thank you for asking!",casual,minimal,"{""expertise"": ""low"", ""domain"": ""general""}",store,0.16541556202284508,"{""template"": ""casual_chat"", ""turn_ratio"": 0.5, ""content_length"": 37}"
"Context: [user]: I'm learning about subject and need help with concept | Turn 1, Budget: standard | Current: [assistant]: Let me provide some guidance on that.",0,store,"[1.0, 37.0, 7.0, 1.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0]",educational_qa_7968,1,assistant,Let me provide some guidance on that.,educational,standard,"{""expertise"": ""low"", ""domain"": ""learning""}",store,0.6756423438640518,"{""template"": ""educational_qa"", ""turn_ratio"": 0.16666666666666666, ""content_length"": 37}"
"Context: [user]: I'm implementing system and facing challenge | [assistant]: In the context of entertainment, the key considerations are... | Turn 2, Budget: premium | Current: [user]: Can you help me understand concept?",0,store,"[2.0, 35.0, 6.0, 0.0, 0.6666666666666666, 1.0, 0.0, 1.0, 0.0, 0.0]",technical_deep_dive_6582,2,user,Can you help me understand concept?,technical,premium,"{""expertise"": ""high"", ""domain"": ""engineering""}",store,0.6644500146823381,"{""template"": ""technical_deep_dive"", ""turn_ratio"": 0.2, ""content_length"": 35}"
"Context: [user]: Can you help me understand concept? | [assistant]: I'm glad I could help. | Turn 4, Budget: minimal | Current: [user]: How are you doing today?",0,store,"[4.0, 24.0, 5.0, 0.0, 0.8, 0.0, 0.0, 1.0, 0.0, 0.0]",casual_chat_1131,4,user,How are you doing today?,casual,minimal,"{""expertise"": ""low"", ""domain"": ""general""}",store,0.05,"{""template"": ""casual_chat"", ""turn_ratio"": 0.8, ""content_length"": 24}"
"Context: [assistant]: I can help you with that. | [user]: Can you help me understand concept? | Turn 3, Budget: standard | Current: [assistant]: That's an important consideration.",0,store,"[3.0, 34.0, 4.0, 1.0, 0.75, 0.5, 0.0, 0.0, 0.0, 1.0]",troubleshooting_session_8333,3,assistant,That's an important consideration.,troubleshooting,standard,"{""expertise"": ""medium"", ""domain"": ""technical""}",store,0.7580901477729873,"{""template"": ""troubleshooting_session"", ""turn_ratio"": 0.3, ""content_length"": 34}"
"Context: [user]: Thanks for the explanation! | [assistant]: That's an important consideration. | Turn 6, Budget: standard | Current: [user]: That's very helpful",0,store,"[6.0, 19.0, 3.0, 0.0, 0.8571428571428571, 0.5, 0.0, 0.0, 0.0, 1.0]",troubleshooting_session_2696,6,user,That's very helpful,troubleshooting,standard,"{""expertise"": ""medium"", ""domain"": ""technical""}",store,0.684481367648178,"{""template"": ""troubleshooting_session"", ""turn_ratio"": 0.46153846153846156, ""content_length"": 19}"
"Context: [user]: I appreciate your help | [assistant]: I can help you with that. | Turn 6, Budget: standard | Current: [user]: That's very helpful",0,store,"[6.0, 19.0, 3.0, 0.0, 0.8571428571428571, 0.5, 0.0, 0.0, 0.0, 1.0]",troubleshooting_session_7705,6,user,That's very helpful,troubleshooting,standard,"{""expertise"": ""medium"", ""domain"": ""technical""}",store,0.7561081081097913,"{""template"": ""troubleshooting_session"", ""turn_ratio"": 0.42857142857142855, ""content_length"": 19}"
"Context: [assistant]: Your interests in photography, technology align well with your profession. | [user]: I appreciate your help | Turn 7, Budget: standard | Current: [assistant]: Nice to meet you! Toronto is a great place for software engineers.",0,store,"[7.0, 66.0, 12.0, 1.0, 0.875, 0.5, 0.0, 0.0, 0.0, 0.0]",personal_information_sharing_3541,7,assistant,Nice to meet you! Toronto is a great place for software engineers.,personal,standard,"{""expertise"": ""medium"", ""domain"": ""general""}",store,0.8523709348464431,"{""template"": ""personal_information_sharing"", ""turn_ratio"": 0.6363636363636364, ""content_length"": 66}"
"Context: [assistant]: That's an important consideration. | [user]: I appreciate your help | Turn 5, Budget: premium | Current: [assistant]: I understand your situation.",0,store,"[5.0, 28.0, 4.0, 1.0, 0.8333333333333334, 1.0, 0.0, 0.0, 0.0, 1.0]",business_consultation_1756,5,assistant,I understand your situation.,business,premium,"{""expertise"": ""high"", ""domain"": ""business""}",store,0.63698038955855,"{""template"": ""business_consultation"", ""turn_ratio"": 0.38461538461538464, ""content_length"": 28}"
"Context: Start of conversation | Turn 0, Budget: premium | Current: [user]: The documentation says quote but I'm confused about aspect",0,store,"[0.0, 58.0, 9.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]",technical_deep_dive_1654,0,user,The documentation says quote but I'm confused about aspect,technical,premium,"{""expertise"": ""high"", ""domain"": ""engineering""}",store,0.7577763613886705,"{""template"": ""technical_deep_dive"", ""turn_ratio"": 0.0, ""content_length"": 58}"
"Context: [user]: When I try to action, I get error | Turn 1, Budget: standard | Current: [assistant]: Let me provide some guidance on that.",0,store,"[1.0, 37.0, 7.0, 1.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0]",troubleshooting_session_1683,1,assistant,Let me provide some guidance on that.,troubleshooting,standard,"{""expertise"": ""medium"", ""domain"": ""technical""}",store,0.6501328386704165,"{""template"": ""troubleshooting_session"", ""turn_ratio"": 0.08333333333333333, ""content_length"": 37}"
"Context: [user]: The documentation says quote but I'm confused about aspect | [assistant]: Based on your software engineer background, I'd suggest... | Turn 2, Budget: premium | Current: [user]: I'm particularly interested in aspect",0,store,"[2.0, 37.0, 5.0, 0.0, 0.6666666666666666, 1.0, 0.0, 0.0, 1.0, 0.0]",technical_deep_dive_7107,2,user,I'm particularly interested in aspect,technical,premium,"{""expertise"": ""high"", ""domain"": ""engineering""}",store,0.6597948227535444,"{""template"": ""technical_deep_dive"", ""turn_ratio"": 0.2, ""content_length"": 37}"
"Context: [user]: What would you recommend for situation? | [assistant]: That's an important consideration. | Turn 4, Budget: standard | Current: [user]: That's very helpful",0,store,"[4.0, 19.0, 3.0, 0.0, 0.8, 0.5, 0.0, 0.0, 0.0, 1.0]",educational_qa_5194,4,user,That's very helpful,educational,standard,"{""expertise"": ""low"", ""domain"": ""learning""}",store,0.6158161473862465,"{""template"": ""educational_qa"", ""turn_ratio"": 0.5714285714285714, ""content_length"": 19}"
"Context: [assistant]: That's a great question about machine learning. Let me explain... | [user]: What would you recommend for situation? | Turn 3, Budget: premium | Current: [assistant]: That's a great question about machine learning. Let me explain...",0,store,"[3.0, 65.0, 10.0, 1.0, 0.75, 1.0, 0.0, 0.0, 0.0, 0.0]",technical_deep_dive_8794,3,assistant,That's a great question about machine learning. Let me explain...,technical,premium,"{""expertise"": ""high"", ""domain"": ""engineering""}",store,0.77077670014936,"{""template"": ""technical_deep_dive"", ""turn_ratio"": 0.23076923076923078, ""content_length"": 65}"
"Context: Start of conversation | Turn 0, Budget: standard | Current: [user]: I'm learning about subject and need help with concept",0,store,"[0.0, 53.0, 9.0, 0.0, 0.0, 0.5, 0.0, 0.0, 1.0, 0.0]",educational_qa_9919,0,user,I'm learning about subject and need help with concept,educational,standard,"{""expertise"": ""low"", ""domain"": ""learning""}",store,0.5077171979614311,"{""template"": ""educational_qa"", ""turn_ratio"": 0.0, ""content_length"": 53}"
"Context: [assistant]: The challenge you're facing with integration complexity is common... | [user]: Thanks for the explanation! | Turn 7, Budget: premium | Current: [assistant]: The challenge you're facing with integration complexity is common...",0,store,"[7.0, 68.0, 9.0, 1.0, 0.875, 1.0, 0.0, 0.0, 0.0, 0.0]",technical_deep_dive_7611,7,assistant,The challenge you're facing with integration complexity is common...,technical,premium,"{""expertise"": ""high"", ""domain"": ""engineering""}",store,0.656945648140415,"{""template"": ""technical_deep_dive"", ""turn_ratio"": 0.875, ""content_length"": 68}"
"Context: [user]: Thanks for the explanation! | [assistant]: That's a great question about machine learning. Let me explain... | Turn 6, Budget: premium | Current: [user]: I appreciate your help",0,store,"[6.0, 22.0, 4.0, 0.0, 0.8571428571428571, 1.0, 0.0, 0.0, 0.0, 1.0]",technical_deep_dive_8326,6,user,I appreciate your help,technical,premium,"{""expertise"": ""high"", ""domain"": ""engineering""}",store,0.6628542566367357,"{""template"": ""technical_deep_dive"", ""turn_ratio"": 0.75, ""content_length"": 22}"
"Context: [assistant]: Feel free to ask if you have more questions. | [user]: What would you recommend for situation? | Turn 3, Budget: minimal | Current: [assistant]: You're very welcome!",0,store,"[3.0, 20.0, 3.0, 1.0, 0.75, 0.0, 0.0, 0.0, 0.0, 1.0]",casual_chat_9064,3,assistant,You're very welcome!,casual,minimal,"{""expertise"": ""low"", ""domain"": ""general""}",store,0.09996486938829091,"{""template"": ""casual_chat"", ""turn_ratio"": 0.42857142857142855, ""content_length"": 20}"
"Context: [user]: I'm particularly interested in aspect | [assistant]: Based on your software engineer background, I'd suggest... | Turn 4, Budget: premium | Current: [user]: That's very helpful",0,store,"[4.0, 19.0, 3.0, 0.0, 0.8, 1.0, 0.0, 0.0, 0.0, 1.0]",technical_deep_dive_4265,4,user,That's very helpful,technical,premium,"{""expertise"": ""high"", ""domain"": ""engineering""}",store,0.6051956030810075,"{""template"": ""technical_deep_dive"", ""turn_ratio"": 0.2857142857142857, ""content_length"": 19}"
"Context: [user]: I'm particularly interested in aspect | [assistant]: That's an important consideration. | Turn 4, Budget: standard | Current: [user]: Thanks for the explanation!",0,store,"[4.0, 27.0, 4.0, 0.0, 0.8, 0.5, 0.0, 0.0, 0.0, 1.0]",educational_qa_7389,4,user,Thanks for the explanation!,educational,standard,"{""expertise"": ""low"", ""domain"": ""learning""}",store,0.6339056789323667,"{""template"": ""educational_qa"", ""turn_ratio"": 0.4444444444444444, ""content_length"": 27}"
"Context: [user]: I appreciate your help | [assistant]: I can help you with that. | Turn 8, Budget: premium | Current: [user]: Thanks for the explanation!",0,store,"[8.0, 27.0, 4.0, 0.0, 0.8888888888888888, 1.0, 0.0, 0.0, 0.0, 1.0]",business_consultation_6177,8,user,Thanks for the explanation!,business,premium,"{""expertise"": ""high"", ""domain"": ""business""}",store,0.6362024526731447,"{""template"": ""business_consultation"", ""turn_ratio"": 0.5714285714285714, ""content_length"": 27}"
"Context: Start of conversation | Turn 0, Budget: minimal | Current: [user]: Alright",2,drop,"[0.0, 7.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",casual_chat_9132,0,user,Alright,casual,minimal,"{""expertise"": ""low"", ""domain"": ""general""}",drop,0.7017643545598579,"{""template"": ""casual_chat"", ""turn_ratio"": 0.0, ""content_length"": 7}"
